,Unnamed: 0.1,Unnamed: 0,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,zestimate,zipcode,zpid
10,10.0,10.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=39.67056655883789,-104.91252899169922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=juuw0jQMjSaglvEm8PyFdBuEbUo=",False,True,False,False,False,False,39.670567,{'is_comingSoon': True},2468.0,-104.91253,sqft,9630.0,670000.0,670000.0,3214.0,False,CO,6500 E Harvard Avenue,493800.0,669300.0,80224,13412501
11,11.0,11.0,6.0,5.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5ff8c8871daf6923a66399aa444bd545-p_e.jpg,False,True,False,False,False,False,39.697674,{'is_FSBA': True},5177.0,-104.943886,sqft,6250.0,2850000.0,2850000.0,10639.0,False,CO,1036 S Garfield Street,563900.0,2794117.0,80209,13351937
12,12.0,12.0,5.0,5.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/590c3622ade65773c63d07eaa5b6436c-p_e.jpg,False,True,False,False,False,False,39.75195,{'is_FSBA': True},5513.0,-104.92899,sqft,8750.0,2900000.0,2900000.0,2610.0,False,CO,2342 Elm Street,763000.0,,80207,13284962
13,13.0,13.0,1.0,2.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ea6c15a080b29faacf06148388f13fa9-p_e.jpg,False,True,False,False,False,False,39.7216,{'is_FSBA': True},616.0,-105.04413,sqft,3920.4,385000.0,385000.0,1794.0,False,CO,315 Tennyson Street,306700.0,379991.0,80219,13338900
14,14.0,14.0,1.0,1.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/f2f57d0d2fd5c6a4658f8271e777e043-p_e.jpg,False,True,False,False,False,False,39.73538,{'is_comingSoon': True},666.0,-104.97611,,,249500.0,249500.0,1625.0,False,CO,1200 Emerson Street  Unit 203,217900.0,244900.0,80218,13330024
15,15.0,15.0,4.0,3.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/991b642506f5cdc070af6be2b569fda4-p_e.jpg,False,True,False,False,False,False,39.779755,"{'is_FSBA': True, 'is_openHouse': True}",2296.0,-105.04307,sqft,3484.8,1300000.0,1300000.0,,False,CO,4573 Stuart St UNIT 2,866500.0,,80212,247389412
16,16.0,16.0,2.0,1.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d7b638079cb074f126416c26d0994eba-p_e.jpg,False,True,False,False,False,False,39.754528,{'is_FSBA': True},1077.0,-105.00065,,,750000.0,750000.0,2921.0,False,CO,1750 Wewatta Street  Unit 602,629400.0,688800.0,80202,303877025
17,17.0,17.0,3.0,4.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3dddf10b422f01701e3c5a6f21d99ad9-p_e.jpg,False,True,False,False,False,False,39.677452,{'is_FSBA': True},2420.0,-104.97844,sqft,5320.0,985000.0,985000.0,3752.0,False,CO,2157 S Clarkson Street,693700.0,985000.0,80210,13378137
18,18.0,18.0,3.0,3.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6e525495af10018e1807371fc1cbb44c-p_e.jpg,False,True,False,False,False,False,39.735268,"{'is_FSBA': True, 'is_openHouse': True}",1800.0,-104.94318,sqft,5720.0,929900.0,929900.0,,False,CO,1201 Jackson Street,,,80206,2062218425
19,19.0,19.0,2.0,2.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5dad9165ecd53002a527ddb1d24636d3-p_e.jpg,False,True,False,False,False,False,39.69766,{'is_comingSoon': True},1600.0,-104.89756,,,395000.0,395000.0,2295.0,False,CO,7877 E Mississippi Avenue  Unit 1407,357300.0,407600.0,80247,13402312
20,20.0,20.0,4.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b6fc4161329af65244d422e8c07defdf-p_e.jpg,False,True,False,False,False,False,39.730225,"{'is_FSBA': True, 'is_openHouse': True}",3688.0,-104.90308,sqft,5227.2,899000.0,899000.0,3639.0,False,CO,7303 E 8th Place,718600.0,877604.0,80230,82260898
21,21.0,21.0,1.0,3.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/036d77bcf31b9c5d94ff6a607d11ce49-p_e.jpg,False,True,False,False,False,False,39.736103,{'is_FSBA': True},1876.0,-104.97839,sqft,2640.0,575000.0,575000.0,2499.0,False,CO,1242 N Washington Street,481800.0,563500.0,80203,13332082
22,22.0,22.0,2.0,2.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/a6a3ba47d7b43923f0360428f3a9311c-p_e.jpg,False,True,False,False,False,False,39.736034,{'is_FSBA': True},1873.0,-104.97839,sqft,2940.0,575000.0,575000.0,2981.0,False,CO,1238 N Washington Street,538100.0,564900.0,80203,13332083
23,23.0,23.0,1.0,1.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3c5bbc427e02e1e205b123d7f91e2f21-p_e.jpg,False,True,False,False,False,False,39.73387,{'is_FSBA': True},687.0,-104.93872,sqft,687.0,219900.0,219900.0,1584.0,False,CO,1155 Ash Street  Unit 604,182600.0,217362.0,80220,13393203
24,24.0,24.0,3.0,4.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/133a268624251a7859fc6f209238c95a-p_e.jpg,False,True,False,False,False,False,39.779568,{'is_FSBA': True},2811.0,-105.02427,sqft,6250.0,1175000.0,1175000.0,4798.0,False,CO,4565 Eliot Street,579700.0,1141885.0,80211,13296764
25,25.0,25.0,2.0,3.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/006c024293e98147240c9be26d00fe1a-p_e.jpg,False,True,False,False,False,False,39.78183,{'is_FSBA': True},1356.0,-104.81729,sqft,4813.0,439900.0,439900.0,2394.0,False,CO,4912 Altura Street,333000.0,432568.0,80239,13272318
26,26.0,26.0,5.0,5.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b0644137d7de467290c3b0a1e4e609e8-p_e.jpg,False,True,False,False,False,False,39.71348,{'is_FSBA': True},5120.0,-104.96901,sqft,6230.0,3095000.0,3095000.0,12933.0,False,CO,169 S Franklin Street,2592400.0,3045145.0,80209,13347265
27,27.0,27.0,2.0,2.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3f4e20bd5b9fe7f45f62548c517f559e-p_e.jpg,False,True,False,False,False,False,39.63025,{'is_FSBA': True},1050.0,-105.090744,,,365000.0,365000.0,1896.0,False,CO,4747 S Balsam Way  Unit 20-101,269500.0,358922.0,80123,61433815
28,28.0,28.0,4.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a1758482c496760237e4bce9ab84b60b-p_e.jpg,False,True,False,True,False,False,39.68045,{'is_newHome': True},2157.0,-104.92201,,,764990.0,764990.0,3124.0,False,CO,"Taylor Plan, The Hub at Virginia Village",,748000.0,80222,2061477391
29,29.0,29.0,2.0,3.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/acaed0fdd13ec032a08edcdb07a4cd3b-p_e.jpg,False,True,False,False,False,False,39.70297,{'is_FSBA': True},2605.0,-105.03012,sqft,6340.0,475000.0,475000.0,2410.0,False,CO,3316 W Walsh Place,171800.0,469179.0,80219,13359470
30,30.0,30.0,2.0,3.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/7fe8ad7750683cafe427fc05f209f7ec-p_e.jpg,False,True,False,False,False,False,39.766502,{'is_FSBA': True},1296.0,-104.925766,sqft,6250.0,560000.0,560000.0,,False,CO,3308- 3312 Glencoe Street,,,80207,2059763074
31,31.0,31.0,1.0,2.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=39.73930358886719,-104.92255401611328&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=sUHrqHnn16SQjgGEUvGG2vLyBeY=",False,True,False,False,False,False,39.739304,{'is_comingSoon': True},1069.0,-104.922554,sqft,3923.0,390000.0,390000.0,2199.0,False,CO,1455 Holly Street,380500.0,435800.0,80220,58686924
32,32.0,32.0,1.0,2.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5b7b2b3526bd4086dfad65afea8410c4-p_e.jpg,False,True,False,False,False,False,39.676895,{'is_FSBA': True},900.0,-104.92428,,,225000.0,225000.0,1447.0,False,CO,5401 E Warren Avenue  Unit 206,163800.0,225000.0,80222,13413061
33,33.0,33.0,0.0,,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ed971b0e308da7451e2adaa62ea52acb-p_e.jpg,False,True,False,False,False,False,39.795692,{'is_comingSoon': True},2018.0,-104.84134,sqft,6870.0,475000.0,475000.0,2497.0,False,CO,5514 Salem Street,342900.0,430700.0,80239,13278781
34,34.0,34.0,2.0,3.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a8c26868eefb5001dccc15177706924c-p_e.jpg,False,True,False,False,False,False,39.776005,{'is_FSBA': True},1681.0,-104.756905,sqft,5000.0,250000.0,250000.0,2522.0,False,CO,4390 Genoa Street,338400.0,246247.0,80249,13275324
35,35.0,35.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9520b867a787d5888b4fc3638f2eb5ce-p_e.jpg,False,True,False,False,False,False,39.661747,{'is_comingSoon': True},2606.0,-105.05465,sqft,10018.8,539000.0,539000.0,2799.0,False,CO,2913 S Depew Street,423700.0,539100.0,80227,13324643
36,36.0,36.0,3.0,2.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d52f846465d54ed988d39fd4ed406c90-p_e.jpg,False,True,False,False,False,False,39.729923,{'is_FSBA': True},1340.0,-104.98025,,,570000.0,570000.0,2804.0,False,CO,899 N Pearl St APT 17,473300.0,561857.0,80203,13333929
37,37.0,37.0,1.0,3.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3ff15a3c33c532a3ca4634f34a4704c5-p_e.jpg,False,True,False,False,False,False,39.709118,"{'is_FSBA': True, 'is_openHouse': True}",1132.0,-105.00682,sqft,6250.0,409900.0,409900.0,2404.0,False,CO,1420 W Dakota Avenue,371900.0,403341.0,80223,13357058
38,38.0,38.0,2.0,4.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f65997bddb9fedc99aaaf5988cd664f7-p_e.jpg,False,True,False,False,False,False,39.682087,{'is_FSBA': True},1353.0,-105.049286,sqft,7730.0,440000.0,440000.0,2400.0,False,CO,1903 S Wolcott Court,368900.0,435111.0,80219,13382250
39,39.0,39.0,4.0,4.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/58088eb07da713fc83513f905e5beef8-p_e.jpg,False,True,False,False,False,False,39.72539,{'is_FSBA': True},3165.0,-104.965546,sqft,4330.0,1425000.0,1425000.0,5278.0,False,CO,590 N Williams Street,1103500.0,1413367.0,80218,13345624
40,40.0,0.0,4.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2226072cc58f67a95aea51050ea302d8-p_e.jpg,False,True,False,False,False,False,39.724728,{'is_comingSoon': True},2202.0,-104.95914,sqft,3629.0,1500000.0,1500000.0,3170.0,False,CO,530 University Boulevard,726200.0,1031000.0,80206,13328411
41,41.0,1.0,,,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/f424aee68253c48e6cbe174995f17deb-p_e.jpg,False,True,False,False,False,False,39.726303,{'is_comingSoon': True},,-104.94029,sqft,6250.0,600000.0,600000.0,2945.0,False,CO,634 Colorado Boulevard,522900.0,688900.0,80220,13393598
42,42.0,2.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/40a68db690b1ebe4b407ec2e1adc123e-p_e.jpg,False,True,False,False,False,False,39.64863,{'is_comingSoon': True},2659.0,-105.055405,acres,0.2804178145087236,725000.0,725000.0,2429.0,False,CO,3781 S Benton Way,444900.0,455700.0,80235,13429540
43,43.0,3.0,5.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6744926df52c5251b2efd02671e15062-p_e.jpg,False,True,False,False,False,False,39.770897,"{'is_comingSoon': True, 'is_openHouse': True}",3991.0,-105.013214,sqft,6250.0,1800000.0,1800000.0,7454.0,False,CO,3926 Vallejo Street,621200.0,1395200.0,80211,13299830
44,44.0,4.0,,,Denver,USA,USD,0,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/b604a626d72143e318c36b675e1599d4-p_e.jpg,False,True,False,False,False,False,39.73656,{'is_FSBA': True},2867.0,-104.96313,sqft,3125.0,1025000.0,1025000.0,,False,CO,1280 N Race,,,80206,2059749246
45,45.0,5.0,5.0,6.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bf88d0b12c93852af11ae6a9fb378deb-p_e.jpg,False,True,False,False,False,False,39.66545,{'is_FSBA': True},3838.0,-104.963524,sqft,8712.0,1500000.0,1500000.0,3746.0,False,CO,2832 S Race Street,712500.0,1474576.0,80210,13386878
46,46.0,6.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2a10bd2c68f5e14e3e2c1d41f3ab5312-p_e.jpg,False,True,False,False,False,False,39.769943,"{'is_comingSoon': True, 'is_openHouse': True}",2292.0,-105.02126,sqft,4905.0,1200000.0,1200000.0,3405.0,False,CO,2730 W Denver Place,216300.0,870300.0,80211,337912295
47,47.0,7.0,6.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/80624ff1ac48f33057aa2bfece995c2c-p_e.jpg,False,True,False,False,False,False,39.748425,"{'is_comingSoon': True, 'is_openHouse': True}",4162.0,-105.03962,sqft,6330.0,2295000.0,2295000.0,2270.0,False,CO,2051 Perry Street,600500.0,667200.0,80212,13315261
48,48.0,8.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/705e7ab17166776a8e36bf7fb1bb31c3-p_e.jpg,False,True,False,False,False,False,39.81795,{'is_FSBA': True},2866.0,-104.76865,sqft,4061.0,609780.0,609780.0,,False,CO,18932 High Point Boulevard,38200.0,,80249,337663911
49,49.0,9.0,2.0,2.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/109041faa314aff52be58aa34fe44084-p_e.jpg,False,True,False,False,False,False,39.704426,{'is_FSBA': True},1200.0,-104.879654,,,325900.0,325900.0,1996.0,False,CO,675 S Alton Way UNIT 9B,182200.0,321244.0,80247,13400630
50,50.0,10.0,3.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=39.67056655883789,-104.91252899169922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=juuw0jQMjSaglvEm8PyFdBuEbUo=",False,True,False,False,False,False,39.670567,{'is_comingSoon': True},2468.0,-104.91253,sqft,9630.0,670000.0,670000.0,3214.0,False,CO,6500 E Harvard Avenue,493800.0,669300.0,80224,13412501
51,51.0,11.0,6.0,5.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5ff8c8871daf6923a66399aa444bd545-p_e.jpg,False,True,False,False,False,False,39.697674,{'is_FSBA': True},5177.0,-104.943886,sqft,6250.0,2850000.0,2850000.0,10639.0,False,CO,1036 S Garfield Street,563900.0,2794117.0,80209,13351937
52,52.0,12.0,5.0,5.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/590c3622ade65773c63d07eaa5b6436c-p_e.jpg,False,True,False,False,False,False,39.75195,{'is_FSBA': True},5513.0,-104.92899,sqft,8750.0,2900000.0,2900000.0,2610.0,False,CO,2342 Elm Street,763000.0,,80207,13284962
53,53.0,13.0,1.0,2.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ea6c15a080b29faacf06148388f13fa9-p_e.jpg,False,True,False,False,False,False,39.7216,{'is_FSBA': True},616.0,-105.04413,sqft,3920.4,385000.0,385000.0,1794.0,False,CO,315 Tennyson Street,306700.0,379991.0,80219,13338900
54,54.0,14.0,1.0,1.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/f2f57d0d2fd5c6a4658f8271e777e043-p_e.jpg,False,True,False,False,False,False,39.73538,{'is_comingSoon': True},666.0,-104.97611,,,249500.0,249500.0,1625.0,False,CO,1200 Emerson Street  Unit 203,217900.0,244900.0,80218,13330024
55,55.0,15.0,4.0,3.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/991b642506f5cdc070af6be2b569fda4-p_e.jpg,False,True,False,False,False,False,39.779755,"{'is_FSBA': True, 'is_openHouse': True}",2296.0,-105.04307,sqft,3484.8,1300000.0,1300000.0,,False,CO,4573 Stuart St UNIT 2,866500.0,,80212,247389412
56,56.0,16.0,2.0,1.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d7b638079cb074f126416c26d0994eba-p_e.jpg,False,True,False,False,False,False,39.754528,{'is_FSBA': True},1077.0,-105.00065,,,750000.0,750000.0,2921.0,False,CO,1750 Wewatta Street  Unit 602,629400.0,688800.0,80202,303877025
57,57.0,17.0,3.0,4.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3dddf10b422f01701e3c5a6f21d99ad9-p_e.jpg,False,True,False,False,False,False,39.677452,{'is_FSBA': True},2420.0,-104.97844,sqft,5320.0,985000.0,985000.0,3752.0,False,CO,2157 S Clarkson Street,693700.0,985000.0,80210,13378137
58,58.0,18.0,3.0,3.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6e525495af10018e1807371fc1cbb44c-p_e.jpg,False,True,False,False,False,False,39.735268,"{'is_FSBA': True, 'is_openHouse': True}",1800.0,-104.94318,sqft,5720.0,929900.0,929900.0,,False,CO,1201 Jackson Street,,,80206,2062218425
59,59.0,19.0,2.0,2.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5dad9165ecd53002a527ddb1d24636d3-p_e.jpg,False,True,False,False,False,False,39.69766,{'is_comingSoon': True},1600.0,-104.89756,,,395000.0,395000.0,2295.0,False,CO,7877 E Mississippi Avenue  Unit 1407,357300.0,407600.0,80247,13402312
60,60.0,20.0,4.0,4.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b6fc4161329af65244d422e8c07defdf-p_e.jpg,False,True,False,False,False,False,39.730225,"{'is_FSBA': True, 'is_openHouse': True}",3688.0,-104.90308,sqft,5227.2,899000.0,899000.0,3639.0,False,CO,7303 E 8th Place,718600.0,877604.0,80230,82260898
61,61.0,21.0,1.0,3.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/036d77bcf31b9c5d94ff6a607d11ce49-p_e.jpg,False,True,False,False,False,False,39.736103,{'is_FSBA': True},1876.0,-104.97839,sqft,2640.0,575000.0,575000.0,2499.0,False,CO,1242 N Washington Street,481800.0,563500.0,80203,13332082
62,62.0,22.0,2.0,2.0,Denver,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/a6a3ba47d7b43923f0360428f3a9311c-p_e.jpg,False,True,False,False,False,False,39.736034,{'is_FSBA': True},1873.0,-104.97839,sqft,2940.0,575000.0,575000.0,2981.0,False,CO,1238 N Washington Street,538100.0,564900.0,80203,13332083
63,63.0,23.0,1.0,1.0,Denver,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3c5bbc427e02e1e205b123d7f91e2f21-p_e.jpg,False,True,False,False,False,False,39.73387,{'is_FSBA': True},687.0,-104.93872,sqft,687.0,219900.0,219900.0,1584.0,False,CO,1155 Ash Street  Unit 604,182600.0,217362.0,80220,13393203
64,64.0,24.0,3.0,4.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/133a268624251a7859fc6f209238c95a-p_e.jpg,False,True,False,False,False,False,39.779568,{'is_FSBA': True},2811.0,-105.02427,sqft,6250.0,1175000.0,1175000.0,4798.0,False,CO,4565 Eliot Street,579700.0,1141885.0,80211,13296764
65,65.0,25.0,2.0,3.0,Denver,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/006c024293e98147240c9be26d00fe1a-p_e.jpg,False,True,False,False,False,False,39.78183,{'is_FSBA': True},1356.0,-104.81729,sqft,4813.0,439900.0,439900.0,2394.0,False,CO,4912 Altura Street,333000.0,432568.0,80239,13272318
