,bathrooms,bedrooms,city,country,currency,latitude,livingArea,longitude,lotAreaUnit,priceForHDP,rentZestimate,state,streetAddress,taxAssessedValue,zestimate,zipcode,priceinmil,lotArea
157,2.0,4.0,Stone Mountain,USA,USD,33.752865,1610.0,-84.172356,sqft,175000.0,1834.0,GA,1480 Muirfield Dr,116400.0,187800.0,30088,0.175,8.712
158,3.0,3.0,Jasper,USA,USD,34.489697,1808.0,-84.44442,sqft,324900.0,2100.0,GA,34 Hood Park Ct,12000.0,246700.0,30143,0.3249,6.0984
159,5.0,7.0,Sandy Springs,USA,USD,33.969276,6100.0,-84.346924,sqft,899000.0,5051.0,GA,7750 Stratford Ln,579800.0,868200.0,30350,0.899,14.505479999999995
160,3.0,2.0,Atlanta,USA,USD,33.900295,1538.0,-84.443665,sqft,395000.0,2100.0,GA,1138 Riverbend Club Dr SE,261440.0,389802.0,30339,0.395,7.53588
161,2.0,3.0,Buford,USA,USD,34.091465,2481.0,-83.98036,sqft,505000.0,2455.0,GA,3761 Devenwood Way,451400.0,505002.0,30519,0.505,15.6816
162,6.0,4.0,Atlanta,USA,USD,33.85625,4919.0,-84.36165,sqft,1995000.0,11355.0,GA,3724 Wieuca Rd NE,1379400.0,1927600.0,30342,1.995,21.997799999999998
163,2.0,3.0,Kennesaw,USA,USD,34.017906,1144.0,-84.62329,sqft,325000.0,1941.0,GA,2542 Ridgecrest Dr NW,179460.0,318981.0,30152,0.325,7.12206
164,2.0,3.0,Granite Quarry,USA,USD,35.612694,1092.0,-80.42755,sqft,230000.0,1350.0,NC,955 White Rock Ave,90223.0,94600.0,28146,0.23,40.946400000000004
165,2.0,3.0,Denver,USA,USD,35.501328,1684.0,-81.00146,sqft,400000.0,1995.0,NC,7668 Old Post Rd,210838.0,371700.0,28037,0.4,22.52052
166,1.0,2.0,Stanley,USA,USD,35.361553,844.0,-81.101395,sqft,120000.0,1114.0,NC,405 3rd St,66700.0,114200.0,28164,0.12,10.89
167,2.0,3.0,Conover,USA,USD,35.779655,3280.0,-81.21288,sqft,499900.0,3456.0,NC,1517 Victorian Hills Cir,249800.0,414600.0,28613,0.4999,47.4804
168,4.0,4.0,Kings Mountain,USA,USD,35.24576,3480.0,-81.36022,sqft,405000.0,1727.0,NC,354 Edgemont Dr,187575.0,314100.0,28086,0.405,23.5224
169,2.0,4.0,Cherryville,USA,USD,35.377262,1800.0,-81.34642,sqft,280000.0,1839.0,NC,237 Diana Rd,178110.0,307400.0,28021,0.28,58.370400000000004
170,2.0,3.0,Mooresville,USA,USD,35.581585,1702.0,-80.84816,sqft,395000.0,1906.0,NC,349 Reed Creek Rd,206350.0,402600.0,28117,0.395,8.712
171,2.0,3.0,Charlotte,USA,USD,35.27754,1890.0,-80.75168,sqft,350000.0,1914.0,NC,7019 Rockland Dr,192000.0,324800.0,28213,0.35,14.374799999999995
172,2.0,3.0,Charlotte,USA,USD,35.19717,1693.0,-80.732025,sqft,305000.0,1954.0,NC,7530 Riding Trail Rd,160500.0,288400.0,28212,0.305,14.11344
173,3.0,3.0,Hudson,USA,USD,35.877407,2413.0,-81.48778,sqft,317000.0,2203.0,NC,2216 Olde Well Rd,143900.0,249400.0,28638,0.317,20.473200000000002
174,4.0,5.0,Denver,USA,USD,35.504242,2933.0,-80.9937,sqft,535000.0,2594.0,NC,2825 Westshore Pl,340702.0,522800.0,28037,0.535,8.276399999999999
175,4.0,4.0,Charlotte,USA,USD,35.084892,3262.0,-80.77201,sqft,1124900.0,1497.0,NC,9105 Kristen Lake Ct,200000.0,837600.0,28270,1.1249,15.071759999999998
176,2.0,3.0,Troutman,USA,USD,35.671562,1488.0,-80.86987,sqft,240000.0,835.0,NC,239 Lipe Rd,80450.0,240000.0,28166,0.24,43.56
177,3.0,3.0,Monroe,USA,USD,34.868824,2082.0,-80.4599,sqft,439000.0,2425.0,NC,5601 Medlin Rd,219500.0,156800.0,28112,0.439,80.1504
178,5.0,5.0,Denver,USA,USD,35.487743,4396.0,-81.00533,sqft,565000.0,3037.0,NC,6090 Durango Way,405481.0,552700.0,28037,0.565,10.4544
179,2.0,3.0,Salisbury,USA,USD,35.570595,1616.0,-80.52353,sqft,230000.0,1729.0,NC,530 Acorn Oaks Dr,115370.0,235900.0,28146,0.23,21.3444
180,3.0,4.0,Conover,USA,USD,35.738247,2526.0,-81.170166,sqft,649900.0,2409.0,NC,2602 Birdie Ln NE,266600.0,415800.0,28613,0.6499,32.2344
181,3.0,3.0,Charlotte,USA,USD,35.2653,1437.0,-80.95986,sqft,325000.0,1875.0,NC,5728 Abenaki Dr,130000.0,267200.0,28214,0.325,6.534
182,2.0,3.0,Monroe,USA,USD,35.006622,2164.0,-80.65618,sqft,495000.0,2208.0,NC,3222 Elmwood Dr,336700.0,475200.0,28110,0.495,19.166400000000003
183,2.0,3.0,Huntersville,USA,USD,35.38576,1938.0,-80.92398,sqft,399900.0,2085.0,NC,12521 Vantage Point Ln,251900.0,392600.0,28078,0.3999,12.196799999999996
184,6.0,6.0,Matthews,USA,USD,35.107677,5483.0,-80.758316,sqft,1675000.0,6513.0,NC,1509 Elmsford Ln,880000.0,1284200.0,28105,1.675,16.552799999999998
185,3.0,3.0,Matthews,USA,USD,35.080444,1633.0,-80.69876,sqft,335000.0,1944.0,NC,154 Clydesdale Ct,218700.0,294600.0,28104,0.335,1.7424000000000002
186,6.0,5.0,Old Fort,USA,USD,35.577812,6830.0,-82.200775,sqft,1750000.0,4036.0,NC,2517 Pine Cove Rd,606630.0,732700.0,28762,1.75,1568.16
187,4.0,4.0,Belmont,USA,USD,35.1553,4090.0,-81.028854,sqft,1395000.0,6997.0,NC,1537 Reflection Pointe Blvd,800890.0,1276800.0,28012,1.395,19.166400000000003
188,3.0,4.0,Rock Hill,USA,USD,34.94407,2699.0,-81.10932,sqft,475000.0,1630.0,SC,511 Rosemore Pl,359870.0,475100.0,29732,0.475,15.6816
189,2.0,3.0,Rock Hill,USA,USD,34.962746,1537.0,-81.01306,sqft,300000.0,1992.0,SC,1226 Berryhill Ln,20000.0,301300.0,29732,0.3,19.602
190,2.0,3.0,Rock Hill,USA,USD,34.942444,1568.0,-81.07812,sqft,350000.0,1795.0,SC,1415 The Xing,229227.0,328400.0,29732,0.35,12.196799999999996
191,3.0,3.0,Rock Hill,USA,USD,34.994198,2630.0,-81.09251,sqft,419900.0,2658.0,SC,1161 Bannockburn Ave,310871.0,398500.0,29732,0.4199,6.534
192,3.0,3.0,Fort Mill,USA,USD,35.07683,2724.0,-80.97131,sqft,550000.0,2811.0,SC,1223 Gold Rush Ct,344902.0,519600.0,29708,0.55,10.018799999999999
193,2.0,3.0,Fort Mill,USA,USD,35.0843,1206.0,-80.961235,sqft,265000.0,1525.0,SC,338 River Clay Rd,158835.0,252600.0,29708,0.265,0.8712000000000001
194,2.0,2.0,Indian Land,USA,USD,34.917778,1393.0,-80.850655,sqft,394750.0,1813.0,SC,5014 Broad Ln,252900.0,363700.0,29707,0.39475,3.78972
195,2.0,3.0,Fort Mill,USA,USD,34.989887,1661.0,-80.94547,sqft,340000.0,1990.0,SC,102 Banks Ridge Rd,172996.0,335200.0,29715,0.34,10.4544
196,2.0,2.0,York,USA,USD,35.044155,1066.0,-81.266525,sqft,203000.0,1544.0,SC,1000 Owens Rd,95242.0,207400.0,29745,0.203,65.34
197,3.0,3.0,Clover,USA,USD,35.099453,2849.0,-81.09971,sqft,585000.0,3010.0,SC,579 Daventry Ct,441804.0,521500.0,29710,0.585,10.4544
198,2.0,3.0,Indian Land,USA,USD,34.949554,1410.0,-80.84994,sqft,385000.0,1898.0,SC,3043 Streamhaven Dr,244600.0,365400.0,29707,0.385,9.801
199,3.0,4.0,Fort Mill,USA,USD,34.971863,2998.0,-80.923004,sqft,749900.0,3249.0,SC,2222 Sunset Cir,323573.0,522400.0,29715,0.7499,130.68
200,4.0,5.0,Rock Hill,USA,USD,34.983288,2926.0,-81.11641,sqft,670000.0,1724.0,SC,4179 Rollingwood Cir,367978.0,524000.0,29732,0.67,82.32839999999999
201,4.0,4.0,Indian Land,USA,USD,35.02115,3846.0,-80.88218,sqft,774900.0,3745.0,SC,8108 Clems Branch Rd,508900.0,738000.0,29707,0.7749,13.939200000000001
202,2.0,2.0,Tega Cay,USA,USD,35.04632,1286.0,-80.999275,sqft,319990.0,2618.0,SC,750 Ledgestone Ct,211470.0,317800.0,29708,0.31999,0.0
203,3.0,5.0,Fort Mill,USA,USD,35.00241,2868.0,-80.92856,sqft,585000.0,3340.0,SC,946 Ashton Oak Ct,323616.0,592700.0,29715,0.585,5.2272
204,3.0,2.0,Fort Mill,USA,USD,35.02476,1202.0,-80.976105,sqft,364900.0,1912.0,SC,292 Elis Way,198501.0,319500.0,29708,0.3649,1.7424000000000002
205,2.0,3.0,Indian Land,USA,USD,35.03151,1540.0,-80.879395,sqft,350000.0,1999.0,SC,10672 Barberville Rd,192800.0,334900.0,29707,0.35,20.037599999999994
206,2.0,3.0,York,USA,USD,34.915524,1680.0,-81.20259,sqft,205900.0,1755.0,SC,1698 Moore Rd,52269.0,156200.0,29745,0.2059,31.3632
207,3.0,2.0,Fort Mill,USA,USD,34.99631,1380.0,-80.968185,sqft,275000.0,1930.0,SC,422 Delta Dr,202468.0,245000.0,29715,0.275,4.356
208,3.0,4.0,Indian Land,USA,USD,35.00077,2276.0,-80.89324,sqft,450000.0,2394.0,SC,2052 Grimley Ln,250500.0,449900.0,29707,0.45,6.969600000000001
209,3.0,3.0,Fort Mill,USA,USD,35.020172,1746.0,-80.97582,sqft,400000.0,2195.0,SC,1624 Brook Dr,326360.0,386900.0,29708,0.4,29.6208
210,4.0,5.0,York,USA,USD,35.03907,3250.0,-81.1398,sqft,619900.0,3287.0,SC,2025 Campbell Lake Ct,282311.0,591700.0,29745,0.6199,90.1692
211,2.0,3.0,Rock Hill,USA,USD,34.885605,1038.0,-81.03049,sqft,250000.0,1514.0,SC,1256 Shenandoah Cir,215686.0,244600.0,29730,0.25,7.4052
212,2.0,3.0,Irmo,USA,USD,34.1611,1757.0,-81.25372,sqft,255000.0,1785.0,SC,2 Mingo Falls Ct,148900.0,247800.0,29063,0.255,10.89
213,4.0,5.0,Bluffton,USA,USD,32.257893,3096.0,-80.974396,sqft,529000.0,3300.0,SC,2 Wheatview Ln,354700.0,525500.0,29909,0.529,9.1476
214,4.0,4.0,Conway,USA,USD,33.795815,2572.0,-78.984955,sqft,725000.0,3711.0,SC,1129 Glossy Ibis Dr,445510.0,699800.0,29526,0.725,21.3444
215,3.0,4.0,Charleston,USA,USD,32.916492,2035.0,-80.12657,sqft,372000.0,2185.0,SC,5405 Cattells Blf,198732.0,372000.0,29420,0.372,10.018799999999999
216,1.0,2.0,Anchorage,USA,USD,61.13447,1164.0,-149.91779,sqft,262500.0,1910.0,AK,9541 Liberty Cir #140,206500.0,227800.0,99515,0.2625,0.0
217,2.0,3.0,Anchorage,USA,USD,61.14559,1372.0,-149.8201,sqft,309000.0,2234.0,AK,3324 Kendall Loop #7,240000.0,308877.0,99507,0.309,2.784
218,3.0,3.0,Chugiak,USA,USD,61.415546,1600.0,-149.45418,sqft,419000.0,2534.0,AK,23006 Live Alder Ave,329300.0,418834.0,99567,0.419,25.67
219,3.0,4.0,Anchorage,USA,USD,61.152267,2696.0,-149.9911,sqft,649000.0,3177.0,AK,7664 Tarsus Dr,518400.0,648742.0,99502,0.649,9.066
220,2.0,3.0,Fairbanks,USA,USD,64.90354,1344.0,-147.77574,sqft,299900.0,2199.0,AK,1351 Glade Ct,240482.0,299611.0,99709,0.2999,43.56
221,1.0,2.0,Wasilla,USA,USD,61.575634,820.0,-149.76648,sqft,379900.0,1270.0,AK,12531 W Birch Rd,116200.0,379534.0,99623,0.3799,56.628
222,7.0,10.0,Juneau,USA,USD,58.356964,4050.0,-134.64323,sqft,686000.0,1600.0,AK,10399 Dock St,624500.0,685340.0,99801,0.686,10.5
223,2.0,3.0,North Pole,USA,USD,64.75654,1392.0,-147.3179,sqft,274900.0,2323.0,AK,3209 Jony Dan Ln,211641.0,274635.0,99705,0.2749,45.001836000000004
224,3.0,3.0,Juneau,USA,USD,58.4094,2030.0,-134.59961,sqft,689000.0,2300.0,AK,1000 Mink Cir,591900.0,688337.0,99801,0.689,18.052
225,2.0,3.0,Eagle River,USA,USD,61.30092,1452.0,-149.50879,sqft,329000.0,2199.0,AK,8949 Eagle Place Loop #26,247400.0,328869.0,99577,0.329,0.0
226,2.0,2.0,Anchorage,USA,USD,61.189365,1440.0,-149.74782,sqft,275000.0,2169.0,AK,3415 Patterson St,301700.0,299781.0,99504,0.275,15.199999999999996
227,3.0,3.0,Wasilla,USA,USD,61.597015,2204.0,-149.62311,sqft,398000.0,1476.0,AK,1601 N Basie Point Cir,255000.0,397617.0,99623,0.398,19.166400000000003
228,3.0,3.0,Palmer,USA,USD,61.54102,2480.0,-149.03001,sqft,299900.0,1996.0,AK,16700 E Plumley Rd,184200.0,299611.0,99645,0.2999,64.9044
229,2.0,3.0,North Pole,USA,USD,64.79981,1650.0,-147.4131,sqft,369900.0,2400.0,AK,2324 Moonlight Dr,266594.0,369544.0,99705,0.3699,40.435
230,5.0,3.0,Anchorage,USA,USD,61.092125,4262.0,-149.69614,sqft,1250000.0,4032.0,AK,10081 Flat Top Ave,772500.0,1249504.0,99516,1.25,44.47999999999999
231,4.0,5.0,Wasilla,USA,USD,61.547512,4502.0,-149.93039,sqft,750000.0,1373.0,AK,19664 W Lakes Blvd,415200.0,749278.0,99623,0.75,435.6
232,2.0,3.0,Ward,USA,USD,35.008636,1198.0,-91.95633,sqft,175000.0,1294.0,AR,3 Sunrise,119900.0,159700.0,72176,0.175,0.0
233,3.0,3.0,Houston,USA,USD,35.034527,1760.0,-92.72015,sqft,235000.0,1160.0,AR,15 Glory Ln,127250.0,235000.0,72070,0.235,69.2604
234,2.0,5.0,De Queen,USA,USD,34.043045,1900.0,-94.34353,sqft,190000.0,1300.0,AR,502 W Haes Ave,78300.0,179460.0,71832,0.19,4.791600000000001
235,2.0,2.0,Fort Smith,USA,USD,35.34959,1324.0,-94.39826,sqft,159900.0,1099.0,AR,3412 S 33rd Cir,111150.0,151500.0,72903,0.1599,20.338164
236,2.0,3.0,Booneville,USA,USD,35.157856,1134.0,-93.99534,sqft,59900.0,900.0,AR,4618 W State Highway 10,79350.0,58949.0,72927,0.0599,102.80160000000002
237,2.0,3.0,Searcy,USA,USD,35.24966,1619.0,-91.751915,sqft,215000.0,1155.0,AR,109 N Olive St,100050.0,71500.0,72143,0.215,10.4544
238,2.0,3.0,Star City,USA,USD,34.013058,1216.0,-91.92768,sqft,69000.0,445.0,AR,4975 Alexander Rd,25900.0,67904.0,71667,0.069,250.47
239,2.0,3.0,Little Rock,USA,USD,34.77325,1634.0,-92.3994,sqft,259000.0,1500.0,AR,11313 Gila Valley Dr,177350.0,251500.0,72212,0.259,13.5036
240,2.0,3.0,Paragould,USA,USD,36.062588,1384.0,-90.46885,sqft,119900.0,1434.0,AR,1307 Cole St,76350.0,123900.0,72450,0.1199,10.019
241,2.0,4.0,Cove,USA,USD,34.41545,1955.0,-94.36255,sqft,169000.0,952.0,AR,376 Polk Rd #21,71600.0,169000.0,71937,0.169,653.4
242,2.0,3.0,Heber Springs,USA,USD,35.516743,1384.0,-91.948814,sqft,210000.0,1050.0,AR,390 Stoney Point Rd,131920.0,235000.0,72543,0.21,244.80720000000002
243,3.0,4.0,Fort Smith,USA,USD,35.36134,2930.0,-94.344475,sqft,369900.0,1120.0,AR,2116 Warwick Pl,207350.0,275000.0,72903,0.3699,13.298868
244,3.0,5.0,Jonesboro,USA,USD,35.782707,3600.0,-90.74892,sqft,499900.0,2792.0,AR,2038 Jamestown Dr,349600.0,441500.0,72404,0.4999,14.374999999999998
245,2.0,3.0,Pine Bluff,USA,USD,34.195267,1512.0,-92.01812,sqft,118000.0,778.0,AR,1515 W 34th Ave,67850.0,76000.0,71603,0.118,9.1476
246,3.0,5.0,Little Rock,USA,USD,34.768192,2606.0,-92.36694,sqft,275000.0,1832.0,AR,1716 Alberta Dr,209550.0,250200.0,72227,0.275,7.8408
247,2.0,3.0,Conway,USA,USD,35.09666,1329.0,-92.51911,sqft,204000.0,1649.0,AR,5350 Piedmont Dr,152850.0,204000.0,72034,0.204,11.3256
248,1.0,3.0,Morrilton,USA,USD,35.157597,1008.0,-92.75088,sqft,89900.0,799.0,AR,301 N Cherokee St,35850.0,89900.0,72110,0.0899,8.712
249,2.0,3.0,Little Rock,USA,USD,34.74323,1018.0,-92.3758,sqft,138500.0,1085.0,AR,9104 Longacre Dr,47050.0,68800.0,72205,0.1385,37.026
250,3.0,4.0,Middletown,USA,USD,39.53571,1900.0,-75.657104,sqft,379900.0,2400.0,DE,263 Ann Dr,85400.0,429900.0,19709,0.3799,9.583
251,4.0,4.0,Dover,USA,USD,39.240868,2458.0,-75.59611,sqft,430000.0,2449.0,DE,409 Osbourne Ln,59600.0,412700.0,19904,0.43,14.942999999999998
252,1.0,2.0,Milford,USA,USD,38.914085,864.0,-75.41963,sqft,185000.0,1764.0,DE,19 Fisher Ave,11800.0,131500.0,19963,0.185,4.792
253,4.0,4.0,Milton,USA,USD,38.761917,3180.0,-75.21479,sqft,629900.0,3058.0,DE,16567 Howard Millman Ln,83700.0,594900.0,19968,0.6299,7.405
254,1.0,3.0,Wilmington,USA,USD,39.76125,1275.0,-75.532166,sqft,199000.0,1699.0,DE,3301 N Jefferson St,34800.0,141800.0,19802,0.199,2.178
255,2.0,3.0,Wilmington,USA,USD,39.764736,1700.0,-75.53558,sqft,219000.0,1749.0,DE,719 W 32nd St,62800.0,232000.0,19802,0.219,3.484
256,2.0,3.0,Millsboro,USA,USD,38.63875,1330.0,-75.189354,sqft,195000.0,852.0,DE,204 Long Neck Cir,24100.0,216600.0,19966,0.195,9.148
257,2.0,3.0,Lewes,USA,USD,38.73556,1575.0,-75.17201,sqft,115000.0,763.0,DE,20834 Water Lily Ln,23500.0,199900.0,19958,0.115,10.8
258,3.0,4.0,Frederica,USA,USD,39.052746,2301.0,-75.447495,sqft,385000.0,2414.0,DE,721 Seabreeze Rd,58800.0,383400.0,19946,0.385,31.446
259,4.0,5.0,Magnolia,USA,USD,39.054253,4898.0,-75.51841,sqft,479999.0,2828.0,DE,31 Autumn Ter,78000.0,454900.0,19962,0.479999,11.76
260,3.0,2.0,Millsboro,USA,USD,38.58895,1307.0,-75.31701,sqft,249000.0,2199.0,DE,20286 Bridgewater Rd,34700.0,263600.0,19966,0.249,1.307
261,1.0,2.0,Lincoln,USA,USD,38.869446,1288.0,-75.419395,sqft,219900.0,1800.0,DE,8616 3rd St,19600.0,140700.0,19960,0.2199,11.7612
262,3.0,3.0,Rehoboth Beach,USA,USD,38.690044,2086.0,-75.13186,sqft,799900.0,3319.0,DE,22 Arnell Rd,72000.0,777528.0,19971,0.7999,19.602
263,3.0,3.0,Millville,USA,USD,38.534904,2033.0,-75.124016,sqft,449000.0,2499.0,DE,16965 Bellevue Ct,68000.0,441237.0,19967,0.449,3.22
264,5.0,5.0,Washington,USA,USD,38.920856,2833.0,-77.01304,sqft,1589000.0,4949.0,DC,126 Bryant St NW,1282060.0,1265800.0,20001,1.589,2.032
265,3.0,4.0,Washington,USA,USD,38.97016,2305.0,-77.02226,sqft,899999.0,3399.0,DC,6601 7th St NW,694330.0,797600.0,20012,0.899999,6.524
266,3.0,3.0,Washington,USA,USD,38.844185,2660.0,-76.99303,sqft,599900.0,2128.0,DC,908 Alabama Ave SE,326220.0,539900.0,20032,0.5999,5.0
267,6.0,6.0,Washington,USA,USD,38.931946,4984.0,-76.98882,sqft,1759900.0,6511.0,DC,1270 Lawrence St NE,1505410.0,1726832.0,20017,1.7599,7.5
268,3.0,2.0,Washington,USA,USD,38.977276,1363.0,-77.02631,sqft,835900.0,3399.0,DC,7201 Georgia Ave NW #4-B,613510.0,650400.0,20012,0.8359,0.603
269,1.0,2.0,Washington,USA,USD,38.88188,931.0,-76.99987,sqft,817000.0,2784.0,DC,529 5th St SE,846540.0,817002.0,20003,0.817,1.314
270,3.0,3.0,Washington,USA,USD,38.881073,2094.0,-76.99355,sqft,1750000.0,4800.0,DC,700 9th St SE,975850.0,1705626.0,20003,1.75,1.194
271,3.0,4.0,Kissimmee,USA,USD,28.27131,2383.0,-81.36968,sqft,574900.0,2603.0,FL,1795 Ranger Highlands Rd,289600.0,467400.0,34744,0.5749,9.422
272,3.0,4.0,Fernandina Beach,USA,USD,30.589718,2189.0,-81.52384,sqft,595500.0,3012.0,FL,97115 Harbor Concourse Cir,280957.0,490900.0,32034,0.5955,5.497272
273,2.0,3.0,Palm Bay,USA,USD,27.979836,1350.0,-80.66421,sqft,254982.0,1998.0,FL,811 Airport Ave SE,107320.0,234600.0,32909,0.254982,12.6324
274,2.0,3.0,Palm Harbor,USA,USD,28.121887,1750.0,-82.7583,sqft,550000.0,2792.0,FL,4908 Klosterman Oaks Blvd,245930.0,481000.0,34683,0.55,6.199
275,2.0,3.0,Palmetto,USA,USD,27.566608,1572.0,-82.534515,sqft,383000.0,2458.0,FL,2826 58th Way E,13042.0,331500.0,34221,0.383,8.695
276,2.0,2.0,Fort Lauderdale,USA,USD,26.10709,1585.0,-80.15061,sqft,550000.0,3499.0,FL,708 SW 12th St,323440.0,466700.0,33315,0.55,8.36
277,1.0,1.0,Honolulu,USA,USD,21.292482,484.0,-157.83804,sqft,349000.0,2070.0,HI,1655 Makaloa St APT 511,321000.0,336500.0,96814,0.349,56.10528
278,3.0,3.0,Honolulu,USA,USD,21.285564,1999.0,-157.70566,sqft,1625000.0,5646.0,HI,1 Keahole Pl APT 3602,1214100.0,1552238.0,96825,1.625,373.0914
279,2.0,3.0,Pahoa,USA,USD,19.548113,720.0,-154.90134,sqft,240000.0,1719.0,HI,15-372 Kahakai Blvd,12300.0,228571.0,96778,0.24,12.04
280,3.0,3.0,Hilo,USA,USD,19.680061,1784.0,-155.10382,sqft,645000.0,2129.0,HI,143 Makani Cir,411300.0,336000.0,96720,0.645,15.0
281,1.0,1.0,Honolulu,USA,USD,21.288778,930.0,-157.84012,sqft,560000.0,3270.0,HI,1600 Ala Moana Blvd APT 410,499300.0,544000.0,96815,0.56,138.21588
282,5.0,7.0,Captain Cook,USA,USD,19.499268,2955.0,-155.899,sqft,1400000.0,7899.0,HI,81-1081B Captain Cook Rd,874100.0,1327014.0,96704,1.4,224.29
283,2.0,3.0,Kailua,USA,USD,21.4259,2160.0,-157.73927,sqft,1995000.0,5998.0,HI,609 Kaimalino St,1688300.0,2151300.0,96734,1.995,11.059999999999997
284,2.0,2.0,Hilo,USA,USD,19.731182,1452.0,-155.02196,sqft,1148000.0,2199.0,HI,2028 Kalanianaole St,651300.0,830900.0,96720,1.148,20.104
285,1.0,1.0,Honolulu,USA,USD,21.346107,596.0,-157.90512,sqft,469000.0,1798.0,HI,5333 Likini St APT 2109,407000.0,459803.0,96818,0.469,133.03224
286,2.0,3.0,Hilo,USA,USD,19.715006,1428.0,-155.08,sqft,449000.0,2300.0,HI,121 Barenaba Ln,302000.0,425200.0,96720,0.449,11.131
287,2.0,4.0,Honolulu,USA,USD,21.284433,1624.0,-157.73924,sqft,999000.0,4140.0,HI,270 Halemaumau St,1092400.0,999006.0,96821,0.999,7.735
288,1.0,1.0,Kaunakakai,USA,USD,21.055231,604.0,-156.8397,sqft,389000.0,2984.0,HI,7142 Kamehameha V Hwy #A112,201400.0,299500.0,96748,0.389,0.0
289,2.0,5.0,Ewa Beach,USA,USD,21.319557,1362.0,-158.0074,sqft,938000.0,3298.0,HI,91-1039 Kauiki St,708300.0,935790.0,96706,0.938,5.4
290,3.0,3.0,Kailua,USA,USD,21.414015,2172.0,-157.74689,sqft,2195000.0,5351.0,HI,122 Kaiholu St,1754300.0,2195005.0,96734,2.195,10.174
291,2.0,4.0,Waianae,USA,USD,21.46754,1248.0,-158.21149,sqft,700000.0,2997.0,HI,84-833 Lahaina St #A,451700.0,700003.0,96792,0.7,5.82
292,2.0,2.0,Honolulu,USA,USD,21.299181,856.0,-157.83699,sqft,758000.0,2425.0,HI,1314 Kalakaua Ave APT 610,693300.0,741155.0,96826,0.758,51.57504
293,3.0,4.0,Kailua,USA,USD,21.3854,1904.0,-157.73354,sqft,1699990.0,5499.0,HI,713 Keolu Dr,1324700.0,1631990.0,96734,1.69999,7.718
294,2.0,4.0,Firth,USA,USD,43.30669,2258.0,-112.18302,sqft,349000.0,1450.0,ID,125 Washington St,71800.0,339535.0,83236,0.349,6.969600000000001
295,2.0,4.0,Jerome,USA,USD,42.737003,1912.0,-114.515274,sqft,385000.0,2100.0,ID,230 Teton Dr,361530.0,378671.0,83338,0.385,10.846440000000001
296,3.0,3.0,Boise,USA,USD,43.561302,2320.0,-116.168175,sqft,609900.0,2549.0,ID,1251 E Echelon Ridge Ln,161100.0,592491.0,83716,0.6099,2.6136
297,8.0,6.0,Eagle,USA,USD,43.66972,10851.0,-116.38411,sqft,3795000.0,9980.0,ID,2749 S White Castle Ave,2473900.0,3605249.0,83616,3.795,50.093999999999994
298,1.0,2.0,Cataldo,USA,USD,47.552357,952.0,-116.305145,sqft,149000.0,400.0,ID,41367 Riverview Dr,17799.0,149000.0,83810,0.149,22.2156
299,3.0,4.0,Fruitland,USA,USD,43.94063,2955.0,-116.91185,sqft,625000.0,2395.0,ID,2028 Zach Dr,503045.0,607311.0,83619,0.625,41.382
300,2.0,4.0,Pocatello,USA,USD,42.922108,2208.0,-112.47874,sqft,330000.0,1725.0,ID,4861 Spraker St,219114.0,311438.0,83202,0.33,11.3256
301,2.0,3.0,Meridian,USA,USD,43.613026,1645.0,-116.42439,sqft,384990.0,2199.0,ID,2463 W State St,460500.0,367557.0,83642,0.38499,8.712
302,3.0,4.0,South Bend,USA,USD,41.72945,1600.0,-86.23514,sqft,299900.0,1999.0,IN,52600 Juniper Rd,211700.0,272500.0,46637,0.2999,41.382
303,3.0,5.0,Hobart,USA,USD,41.517982,2680.0,-87.26911,sqft,286000.0,2534.0,IN,1089 Csokasy Ct,210000.0,301700.0,46342,0.286,16.552799999999998
304,1.0,3.0,Fort Wayne,USA,USD,41.08932,1064.0,-85.156334,sqft,125000.0,1183.0,IN,1619 Saint Marys Ave,75900.0,100100.0,46808,0.125,3.9204
305,1.0,4.0,Merrillville,USA,USD,41.48267,1921.0,-87.36818,sqft,220000.0,1595.0,IN,7332 Independence St,107000.0,217800.0,46410,0.22,20.734560000000002
306,1.0,3.0,Sellersburg,USA,USD,38.38952,1296.0,-85.75388,sqft,170000.0,1271.0,IN,403 Linnwood Avenue,149100.0,168210.0,47172,0.17,10.018799999999999
307,1.0,3.0,South Bend,USA,USD,41.658787,1408.0,-86.23584,sqft,145000.0,1167.0,IN,1534 Virginia St,46900.0,67700.0,46613,0.145,4.791600000000001
308,1.0,3.0,Mishawaka,USA,USD,41.66644,1040.0,-86.1854,sqft,135000.0,1065.0,IN,314 W Mishawaka Ave,90500.0,99700.0,46545,0.135,3.9204
309,1.0,2.0,Kendallville,USA,USD,41.434948,1022.0,-85.26173,sqft,135000.0,749.0,IN,827 S Oak St,66200.0,75000.0,46755,0.135,6.969600000000001
310,4.0,4.0,Fort Wayne,USA,USD,41.06632,3286.0,-85.314156,sqft,399900.0,2382.0,IN,13313 Veracruz Dr,274600.0,324000.0,46814,0.3999,11.3256
311,1.0,3.0,New Salisbury,USA,USD,38.367916,1015.0,-86.09726,sqft,109900.0,1286.0,IN,11475 Highway 135 NE,55000.0,105700.0,47161,0.1099,43.56
312,3.0,4.0,Wanatah,USA,USD,41.3895,5932.0,-86.85806,sqft,169900.0,2429.0,IN,8222 W 1500 S,230600.0,165010.0,46390,0.1699,163.35
